upgrade,in.state,in.comstock_building_type,timestamp,models_used,floor_area_represented,out.district_cooling.cooling.energy_consumption.kwh,out.district_heating.heating.energy_consumption.kwh,out.district_heating.water_systems.energy_consumption.kwh,out.electricity.cooling.energy_consumption.kwh,out.electricity.exterior_lighting.energy_consumption.kwh,out.electricity.fans.energy_consumption.kwh,out.electricity.heat_recovery.energy_consumption.kwh,out.electricity.heat_rejection.energy_consumption.kwh,out.electricity.heating.energy_consumption.kwh,out.electricity.interior_equipment.energy_consumption.kwh,out.electricity.interior_lighting.energy_consumption.kwh,out.electricity.pumps.energy_consumption.kwh,out.electricity.pv.energy_consumption.kwh,out.electricity.refrigeration.energy_consumption.kwh,out.electricity.water_systems.energy_consumption.kwh,out.fuel_oil.heating.energy_consumption.kwh,out.fuel_oil.water_systems.energy_consumption.kwh,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.interior_equipment.energy_consumption.kwh,out.natural_gas.water_systems.energy_consumption.kwh,out.propane.heating.energy_consumption.kwh,out.propane.water_systems.energy_consumption.kwh,out.electricity.net.energy_consumption.kwh,out.electricity.purchased.energy_consumption.kwh,out.district_cooling.total.energy_consumption.kwh,out.district_heating.total.energy_consumption.kwh,out.electricity.total.energy_consumption.kwh,out.fuel_oil.total.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,out.propane.total.energy_consumption.kwh,out.site_energy.total.energy_consumption.kwh,out.district_cooling.cooling.energy_consumption.kwh.savings,out.district_heating.heating.energy_consumption.kwh.savings,out.district_heating.water_systems.energy_consumption.kwh.savings,out.electricity.cooling.energy_consumption.kwh.savings,out.electricity.exterior_lighting.energy_consumption.kwh.savings,out.electricity.fans.energy_consumption.kwh.savings,out.electricity.heat_recovery.energy_consumption.kwh.savings,out.electricity.heat_rejection.energy_consumption.kwh.savings,out.electricity.heating.energy_consumption.kwh.savings,out.electricity.interior_equipment.energy_consumption.kwh.savings,out.electricity.interior_lighting.energy_consumption.kwh.savings,out.electricity.pumps.energy_consumption.kwh.savings,out.electricity.pv.energy_consumption.kwh.savings,out.electricity.refrigeration.energy_consumption.kwh.savings,out.electricity.water_systems.energy_consumption.kwh.savings,out.fuel_oil.heating.energy_consumption.kwh.savings,out.fuel_oil.water_systems.energy_consumption.kwh.savings,out.natural_gas.heating.energy_consumption.kwh.savings,out.natural_gas.interior_equipment.energy_consumption.kwh.savings,out.natural_gas.water_systems.energy_consumption.kwh.savings,out.propane.heating.energy_consumption.kwh.savings,out.propane.water_systems.energy_consumption.kwh.savings,out.electricity.net.energy_consumption.kwh.savings,out.electricity.purchased.energy_consumption.kwh.savings,out.district_cooling.total.energy_consumption.kwh.savings,out.district_heating.total.energy_consumption.kwh.savings,out.electricity.total.energy_consumption.kwh.savings,out.fuel_oil.total.energy_consumption.kwh.savings,out.natural_gas.total.energy_consumption.kwh.savings,out.propane.total.energy_consumption.kwh.savings,out.site_energy.total.energy_consumption.kwh.savings
12,NY,LargeOffice,2018-01-01 02:45:00,396,694875907.1922662,4705.096,289720.2,72.192505,6572.246,7053.4834,38844.258,254.46309,18.155552,131668.5,61130.773,31973.469,8166.1084,0.0,0.0,159.62848,16082.661,1.1025918,163644.6,0.0,45.680115,0.0,0.0,285841.16,285841.16,4705.096,289792.4,285841.16,16083.764,163690.28,0.0,760112.4,0.0,11539.094,0.0,923.1865,0.0,371.78687,-50.11025,2.7484741,-11657.044,0.049072266,0.0,731.7966,0.0,0.0,0.14841652,8848.65,4.7683716e-06,61982.434,0.0,-2.7940245,0.0,0.0,-9677.471,-9677.471,0.0,11539.094,-9677.471,8848.65,61979.633,0.0,72690.22
12,NY,LargeOffice,2018-01-01 03:00:00,396,694875907.1922662,4668.323,290672.44,3.393152,6422.5044,7053.4834,39090.2,255.7956,17.691936,133521.61,61117.824,32347.834,8080.8867,0.0,0.0,32.708916,15944.531,0.0,162248.8,0.0,9.800501,0.0,0.0,287940.62,287940.62,4668.323,290675.84,287940.62,15944.531,162258.58,0.0,761487.4,0.0,11502.969,0.0,915.22626,0.0,273.2489,-50.80237,2.7484703,-12868.864,0.09814453,0.0,731.65247,0.0,0.0,0.32750177,8973.579,0.0,62203.504,0.0,-0.2572508,0.0,0.0,-10996.252,-10996.252,0.0,11502.969,-10996.252,8973.579,62203.246,0.0,71683.625
12,NY,LargeOffice,2018-01-01 03:15:00,396,694875907.1922662,4659.8237,289600.4,0.9386256,6224.9946,7053.4834,39470.562,355.8277,16.758839,130904.875,60988.527,32713.875,7998.011,0.0,0.0,16.88974,15955.8955,0.24427402,166594.17,0.0,72.32379,0.0,0.0,285744.0,285744.0,4659.8237,289601.34,285744.0,15956.14,166666.48,0.0,762627.75,0.0,11431.406,0.0,921.9945,0.0,246.19763,-100.616455,2.7484722,-12139.617,0.049072266,0.0,810.0977,0.0,0.0,-0.78345454,8724.254,4.634261e-06,61405.82,0.0,-7.3405037,0.0,0.0,-10260.082,-10260.082,0.0,11431.406,-10260.082,8724.254,61398.477,0.0,71293.97
12,NY,LargeOffice,2018-01-01 03:30:00,396,694875907.1922662,4712.1045,291225.0,16.555485,6311.46,7053.4834,39110.984,359.63977,17.348013,127535.555,60898.992,33204.73,8012.4375,0.0,0.0,69.55271,16143.386,0.0,164627.75,0.0,51.491615,0.0,0.0,282574.1,282574.1,4712.1045,291241.53,282574.1,16143.386,164679.27,0.0,759350.4,0.0,11132.9375,0.0,960.5018,0.0,350.29712,-100.321,2.7484722,-10118.674,0.453125,0.0,820.0464,0.0,0.0,0.1719563,8693.75,0.0,60605.164,0.0,-4.6208277,0.0,0.0,-8084.6553,-8084.6553,0.0,11132.9375,-8084.6553,8693.75,60600.555,0.0,72342.59
12,NY,LargeOffice,2018-01-01 03:45:00,396,694875907.1922662,4761.0996,286978.2,20.368963,6360.9863,7053.4834,38813.723,354.67807,21.776602,128116.79,60851.324,33772.42,7953.1826,0.0,0.0,57.182358,16188.546,0.0,162001.67,0.0,138.22888,0.0,0.0,283355.6,283355.6,4761.0996,286998.53,283355.6,16188.546,162139.94,0.0,753443.56,0.0,10886.8125,0.0,1072.9786,0.0,451.01306,-100.321045,2.7484703,-10398.078,0.8984375,0.0,821.7673,0.0,0.0,0.69690037,8656.242,0.0,60379.86,0.0,-0.77700806,0.0,0.0,-8148.339,-8148.339,0.0,10886.8125,-8148.339,8656.242,60379.08,0.0,71773.94
12,NY,LargeOffice,2018-01-01 04:00:00,396,694875907.1922662,4941.5576,294935.44,37.372402,6403.882,7053.4834,39697.945,361.96344,15.042069,128883.33,60828.91,34478.96,8061.1367,0.0,0.0,24.784548,16172.951,4.436621,167808.95,0.0,46.645123,0.0,0.0,285809.44,285809.44,4941.5576,294972.8,285809.44,16177.387,167855.6,0.0,769756.8,0.0,10452.0625,0.0,1188.7535,0.0,480.7295,-101.03627,2.7484722,-8792.979,0.453125,0.0,813.0008,0.0,0.0,-0.5817673,8702.1045,-0.1371851,59691.637,0.0,13.149287,0.0,0.0,-6408.8,-6408.8,0.0,10452.0625,-6408.8,8701.969,59704.8,0.0,72449.875
12,NY,LargeOffice,2018-01-01 04:15:00,396,694875907.1922662,5028.205,299797.62,9.648507,6576.9624,7053.4834,40307.242,405.0582,21.69978,132215.11,60912.29,35388.24,8096.6724,0.0,0.0,9.573764,16034.513,7.40874,176436.16,0.0,156.37717,0.0,0.0,290986.38,290986.38,5028.205,299807.25,290986.38,16041.921,176592.52,0.0,788455.94,0.0,11014.1875,0.0,1226.587,0.0,299.72266,-145.08385,2.7484741,-11129.773,0.0,0.0,842.50433,0.0,0.0,-4.834244,8659.113,0.0,60925.875,0.0,4.635488,0.0,0.0,-8908.201,-8908.201,0.0,11014.1875,-8908.201,8659.113,60930.535,0.0,71695.52
12,NY,LargeOffice,2018-01-01 04:30:00,396,694875907.1922662,4964.0312,300828.34,56.876648,6508.2153,7053.4834,40215.887,407.33008,16.449738,137268.14,61419.848,36833.473,8165.9224,0.0,0.0,112.41627,16044.238,1.333432,175926.98,0.0,131.49796,0.0,0.0,298001.22,298001.22,4964.0312,300885.25,298001.22,16045.571,176058.47,0.0,795954.75,0.0,11369.125,0.0,1152.5879,0.0,231.65369,-144.78839,2.7484722,-12240.709,-0.453125,0.0,825.1379,0.0,0.0,8.250195,8921.398,4.7683716e-06,62021.703,0.0,0.31254637,0.0,0.0,-10165.532,-10165.532,0.0,11369.125,-10165.532,8921.4,62022.016,0.0,72146.58
12,NY,LargeOffice,2018-01-01 04:45:00,396,694875907.1922662,4872.458,309415.3,17.012566,6368.6685,7053.4834,40473.227,407.19937,18.163967,137644.12,62168.176,38664.92,8176.7666,0.0,0.0,43.738796,16129.969,0.045564756,185598.61,0.0,86.95161,0.0,0.0,301018.5,301018.5,4872.458,309432.34,301018.5,16130.014,185685.52,0.0,817138.75,0.0,11526.281,0.0,1083.0403,0.0,187.4624,-144.78842,2.7484741,-14488.126,-0.90625,0.0,825.94147,0.0,0.0,-7.748477,9122.722,0.13715938,62285.69,0.0,-4.5875387,0.0,0.0,-12542.35,-12542.35,0.0,11526.281,-12542.35,9122.859,62281.16,0.0,70388.1
12,NY,LargeOffice,2018-01-01 05:00:00,396,694875907.1922662,4777.7925,316405.4,49.617455,6638.069,7053.4834,40821.418,407.50018,17.721867,144606.19,63419.96,41047.258,8193.523,0.0,0.0,28.877146,16083.248,0.0,185571.16,0.0,74.18788,0.0,0.0,312234.06,312234.06,4777.7925,316455.0,312234.06,16083.248,185645.34,0.0,835195.56,0.0,11356.8125,0.0,995.4041,0.0,34.98535,-143.06381,2.7484722,-15628.885,-0.4453125,0.0,828.9718,0.0,0.0,3.7776504,9201.021,0.9469299,64078.258,0.0,-13.751247,0.0,0.0,-13906.574,-13906.574,0.0,11356.8125,-13906.574,9201.969,64064.508,0.0,70716.52
12,NY,LargeOffice,2018-01-01 05:15:00,396,694875907.1922662,4670.448,310625.44,2.616953,6524.863,7053.4834,41585.094,511.5554,18.698606,146869.75,64840.145,43508.285,8234.888,0.0,0.0,68.902145,16312.995,1.093978,181815.97,0.0,32.91946,0.0,0.0,319215.53,319215.53,4670.448,310628.06,319215.53,16314.089,181848.88,0.0,832677.1,0.0,11529.406,0.0,1010.32385,0.0,-192.33179,-241.51596,2.7484703,-18214.855,0.0,0.0,833.1124,0.0,0.0,-0.35610962,9239.14,-0.9469541,63305.08,0.0,-1.0967255e-05,0.0,0.0,-16802.992,-16802.992,0.0,11529.406,-16802.992,9238.193,63305.08,0.0,67269.89
12,NY,LargeOffice,2018-01-01 05:30:00,396,694875907.1922662,4740.525,313606.34,31.854296,6582.643,7053.4834,40980.965,506.93073,23.15118,142840.64,66725.85,46089.83,8230.186,0.0,0.0,128.1984,16331.15,0.48991,184720.28,0.0,53.723667,0.0,0.0,319161.75,319161.75,4740.525,313638.2,319161.75,16331.641,184774.0,0.0,838645.8,0.0,11290.094,0.0,1140.2874,0.0,-173.53552,-241.51593,2.7484703,-18273.133,0.0,0.0,827.5237,0.0,0.0,7.151971,9650.724,1.6391277e-06,62088.043,0.0,1.5737972,0.0,0.0,-16710.422,-16710.422,0.0,11290.094,-16710.422,9650.725,62089.605,0.0,66319.98
12,NY,LargeOffice,2018-01-01 05:45:00,396,694875907.1922662,4812.3604,308946.6,2828.4143,6546.1113,7053.4834,40808.66,511.4189,20.6299,137705.62,68829.54,48731.652,8408.597,0.0,0.0,4809.2617,16070.997,141.00438,179558.19,0.0,4156.9443,0.0,0.0,323425.0,323425.0,4812.3604,311775.1,323425.0,16212.002,183715.05,0.0,839939.5,0.0,11075.125,0.08300781,1266.6003,0.0,-71.23645,-241.51596,2.7484722,-15824.92,0.0,0.0,840.1738,0.0,0.0,-0.45999146,9248.145,1.287817,61765.46,0.0,16.567123,0.0,0.0,-14028.637,-14028.637,0.0,11075.1875,-14028.637,9249.436,61782.05,0.0,68078.14
12,NY,LargeOffice,2018-01-01 06:00:00,396,694875907.1922662,4860.5684,310583.7,2102.8428,6546.34,7053.4834,40689.383,506.88342,18.866129,137649.39,71086.055,51424.258,8445.051,0.0,0.0,3411.8862,16158.038,74.368454,186331.7,0.0,3372.45,0.0,0.0,326831.75,326831.75,4860.5684,312686.53,326831.75,16232.407,189704.14,0.0,850315.4,0.0,10449.0625,0.0,1370.4965,0.0,-17.891724,-241.51593,2.7593498,-14472.393,0.0,0.0,836.65454,0.0,0.0,-2.0060577,9405.898,0.412611,61010.61,0.0,-2.78022,0.0,0.0,-12523.996,-12523.996,0.0,10449.094,-12523.996,9406.312,61007.758,0.0,68339.64
12,NY,LargeOffice,2018-01-01 06:15:00,396,694875907.1922662,3729.3076,306600.9,2836.31,6279.616,8065.9126,41916.402,684.75195,24.282465,140163.19,73837.55,54296.457,8445.0625,0.0,0.0,4610.683,16018.468,128.56116,191624.25,0.0,3755.1948,0.0,0.0,338323.8,338323.8,3729.3076,309437.22,338323.8,16147.029,195379.38,0.0,863016.8,0.0,11622.219,0.0,1432.9847,0.0,-356.87476,-352.3597,3.5896454,-18772.7,0.0,0.0,860.18207,0.0,0.0,-1.846756,9357.3955,-0.016410828,61776.42,0.0,2.2185593,0.0,0.0,-17186.918,-17186.918,0.0,11622.25,-17186.918,9357.378,61778.594,0.0,65571.484
12,NY,LargeOffice,2018-01-01 06:30:00,396,694875907.1922662,3728.3435,302015.38,2976.9446,6291.005,8065.9126,41551.246,679.8396,24.92689,144358.38,76528.39,57417.375,8548.139,0.0,0.0,5104.056,16219.794,140.62885,187995.23,0.0,4106.54,0.0,0.0,348569.25,348569.25,3728.3435,304992.3,348569.25,16360.423,192101.75,0.0,865752.3,0.0,11459.5,0.0,1367.4309,0.0,-457.83118,-352.35977,3.0628662,-18905.3,0.0,0.0,858.9319,0.0,0.0,1.516571,9325.847,-0.21254158,62016.508,0.0,2.5439224,0.0,0.0,-17484.723,-17484.723,0.0,11459.5,-17484.723,9325.633,62019.09,0.0,65319.504
12,NY,LargeOffice,2018-01-01 06:45:00,396,694875907.1922662,3690.8804,308784.22,3104.803,6386.7446,8065.9126,41967.234,685.8259,25.590908,145304.66,79379.4,60816.496,8593.248,0.0,0.0,5595.0986,16146.573,149.25775,191776.97,0.0,4570.567,0.0,0.0,356820.1,356820.1,3690.8804,311888.97,356820.1,16295.831,196347.52,0.0,885043.6,0.0,11537.6875,0.0,1290.775,0.0,-498.09265,-352.3597,2.7484703,-19669.795,0.0,0.0,850.2671,0.0,0.0,8.173935,9363.923,0.093860626,62831.08,0.0,14.703728,0.0,0.0,-18368.328,-18368.328,0.0,11537.6875,-18368.328,9364.016,62845.844,0.0,65378.742
12,NY,LargeOffice,2018-01-01 07:00:00,396,694875907.1922662,3638.8362,307670.84,3137.1406,6569.564,8065.9126,42468.977,680.1364,25.652561,150474.1,82158.836,64180.37,8668.538,0.0,0.0,6021.3936,15883.626,152.68091,198332.84,0.0,4972.473,0.0,0.0,369313.56,369313.56,3638.8362,310807.9,369313.56,16036.306,203305.33,0.0,903102.06,0.0,11359.281,0.0,1213.3398,0.0,-563.72437,-352.3597,2.7484722,-22555.695,0.0,0.0,841.2107,0.0,0.0,-5.3094482,9415.225,0.005338669,64535.445,0.0,-15.687149,0.0,0.0,-21419.879,-21419.879,0.0,11359.281,-21419.879,9415.23,64519.78,0.0,63874.086
12,NY,LargeOffice,2018-01-01 07:15:00,396,694875907.1922662,2913.8972,308197.03,3164.2927,6630.362,8065.9126,42684.184,767.89026,25.024782,152318.31,85068.98,68282.09,8765.849,0.0,0.0,6129.057,16235.352,158.6736,200202.55,0.0,5241.9824,0.0,0.0,378737.62,378737.62,2913.8972,311361.28,378737.62,16394.023,205444.48,0.0,914851.25,0.0,11338.406,0.0,1175.3269,0.0,-688.1299,-416.46738,2.7484741,-22136.78,0.0,0.0,841.1133,0.0,0.0,7.5276184,9354.538,-0.005947113,64233.21,0.0,0.37576294,0.0,0.0,-21214.654,-21214.654,0.0,11338.406,-21214.654,9354.531,64233.516,0.0,63711.758
12,NY,LargeOffice,2018-01-01 07:30:00,396,694875907.1922662,3013.9211,301576.62,3234.766,6720.21,898.67395,42728.37,766.45825,24.590637,154120.84,88198.73,72180.97,8744.207,0.0,0.0,6279.2017,15747.379,169.12262,197592.8,0.0,5410.4126,0.0,0.0,380662.38,380662.38,3013.9211,304811.47,380662.38,15916.503,203003.2,0.0,907407.44,0.0,11403.156,0.0,1272.7743,0.0,-646.21094,-416.46738,2.7484703,-23007.676,0.0,0.0,892.0148,0.0,0.0,0.10760498,9155.463,0.0059604645,64804.547,0.0,-2.2421417,0.0,0.0,-21902.617,-21902.617,0.0,11403.1875,-21902.617,9155.468,64802.266,0.0,63458.24
12,NY,LargeOffice,2018-01-01 07:45:00,396,694875907.1922662,3085.425,293607.47,3273.7559,6747.0884,561.1168,42367.562,766.45825,24.742987,145521.88,91391.016,76064.12,8712.435,0.0,0.0,6429.503,14897.588,166.52756,192435.08,0.0,5607.9766,0.0,0.0,378585.78,378585.78,3085.425,296881.25,378585.78,15064.116,198043.03,0.0,891659.4,0.0,11686.281,0.0,1389.5182,0.0,-560.7285,-416.46738,2.7484722,-22384.66,0.0,0.0,947.7361,0.0,0.0,4.1700287,9031.627,-5.1498413e-05,64859.242,0.0,5.4435577,0.0,0.0,-21017.598,-21017.598,0.0,11686.3125,-21017.598,9031.626,64864.65,0.0,64564.766
12,NY,LargeOffice,2018-01-01 08:00:00,396,694875907.1922662,3162.196,297736.34,3307.3936,6781.185,0.0,42312.535,767.89026,25.824917,143308.34,94636.445,79947.28,8739.488,0.0,0.0,6540.195,15304.48,168.05899,187319.17,0.0,5649.201,0.0,0.0,383059.2,383059.2,3162.196,301043.75,383059.2,15472.541,192968.4,0.0,895706.0,0.0,11900.625,0.0,1491.439,0.0,-419.75574,-416.46738,3.2700043,-21590.73,0.0,0.0,947.08215,0.0,0.0,-0.8197174,9273.134,-0.0002632141,62960.57,0.0,-4.2030487,0.0,0.0,-19986.082,-19986.082,0.0,11900.625,-19986.082,9273.134,62956.355,0.0,64144.355
