upgrade,timestamp,district_cooling_cooling,district_heating_heating,district_heating_water_systems,electricity_cooling,electricity_exterior_lighting,electricity_fans,electricity_heat_recovery,electricity_heat_rejection,electricity_heating,electricity_interior_equipment,electricity_interior_lighting,electricity_pumps,electricity_water_systems,natural_gas_heating,natural_gas_water_systems,district_cooling_total,district_heating_total,electricity_total,natural_gas_total,other_fuel_heating,other_fuel_total,other_fuel_water_systems,site_energy_total,electricity_cooling_savings,electricity_fans_savings,electricity_heating_savings,electricity_interior_equipment_savings,electricity_interior_lighting_savings,electricity_water_systems_savings,electricity_total_savings,other_fuel_heating_savings,other_fuel_total_savings,other_fuel_water_systems_savings,site_energy_total_savings
1,2018-01-01 03:15:00,9008.062191015842,264601.95461017574,146.77891920091173,19278.843301234498,9404.539748668218,49042.78107047638,284.178821152361,41.310670535792866,87738.31013776596,146816.3089035566,30910.21441094046,6833.515624129415,282.99620545542797,268714.9369404683,363.8170936992352,9008.062191015842,264748.7335293766,350632.99889391527,269078.75403416756,30875.912133960766,30879.990386983693,4.078253022925416,924348.5390354584,0.0146181561491403,1312.4464995635208,-5577.322119327873,0.0,0.0,0.0,-4264.86100160823,10452.11777820082,10452.117778200827,2.4238389073616418e-12,6187.256776592731
1,2018-01-01 03:30:00,9038.815545633126,259495.36596867573,173.29978474043122,19030.28567295982,9404.539748668218,48904.27804525891,285.45046236831456,43.21364113033515,88885.62168681613,147612.3481249397,31692.107267640084,6683.823762724903,311.1097121371784,263113.9804012348,366.1063188375847,9038.815545633126,259668.66575341616,352852.7781246435,263480.08672007243,29325.986474865214,29340.96558470247,14.979109837251537,914381.3117284672,0.0147101162670537,1324.6277500955705,-5644.646153777631,0.0,0.0,-8.599515837204308e-06,-4320.003702165275,10432.12515139836,10432.126108472676,0.0009570743171831,6112.12240630729
1,2018-01-01 03:45:00,8842.592802045518,171292.51680543704,207.12493536924543,17568.953735455423,9404.539748668218,38173.11568109792,231.8742601035244,40.15804504372509,56979.980170243754,148355.51410055888,32589.67177133604,5653.063870303042,384.3837489510741,194744.88208104204,386.076426053031,8842.592802045518,171499.64174080626,309381.2551317616,195130.95850709509,16038.788051957752,16050.696858914627,11.908806956877276,700905.1450406228,0.0148426502730671,1339.033190227561,-5591.902225988345,0.0,0.0,4.08194253509464e-06,-4252.854189028575,10252.000524679295,10252.00049895198,-2.5727312104706357e-05,5999.146309923353
1,2018-01-01 04:00:00,9303.006603483664,270660.7247294913,204.5236658947329,19349.2078567409,9404.539748668218,49284.83187635102,285.1290948896245,44.31395065948548,96134.83014611973,148461.43850368168,33604.833868409114,6734.228804381593,364.40186898562047,267852.2429534602,420.8899333565123,9303.006603483664,270865.24839538604,363667.75571888674,268273.13288681663,29228.259689451817,29239.93790438328,11.678214931462165,941349.0815089566,0.0149035911383066,1080.98444898243,-10814.068819491247,0.0,0.0,3.825955189995511e-06,-9733.069463091691,18617.733788812457,18617.7337829875,-5.8249527461473605e-06,8884.664319895568
1,2018-01-01 04:15:00,9510.423464055571,269173.4230384399,209.63221829050383,19393.79239135608,9404.539748668218,49114.355595929475,289.14618837324963,46.41892556817045,91059.18265310954,148373.95154424626,35159.52980781328,6732.040391419912,445.9159455824408,267681.33689277404,471.4543369147807,9510.423464055571,269383.0552567304,360018.87319206644,268152.7912296888,28444.54054142519,28454.450057432525,9.909516007329785,935519.5931999744,0.0144765560007726,1103.6384894634689,-8883.488468340356,0.0,0.0,1.753041360075258e-05,-7779.835484790421,16124.723818537585,16124.727979781152,0.0041612435691931,8344.892494990783
1,2018-01-01 04:30:00,9248.045399140245,186512.07834478756,240.64297736066783,18070.817707264458,9404.539748668218,40000.062245126755,254.79729452927975,43.75742409828834,87505.5786583615,149102.08216170757,37398.51537468572,5910.005707096734,517.3898753713077,201821.66284935665,559.93370677624,9248.045399140245,186752.72132214825,348207.5461969098,202381.5965561329,15482.86758057142,15496.117976575975,13.250396004558866,762086.0274509072,0.013290739237675,1011.669201627818,-8773.439719595706,0.0,0.0,-1.4754978991504686e-05,-7761.757241983602,16606.681094803214,16606.67576203548,-0.0053327677288397,8844.918520051842
1,2018-01-01 04:45:00,9747.594441952284,281300.5620656494,272.92098558015533,19512.92446089932,9404.539748668218,49738.935841668055,289.14618837324963,46.790852962696846,99602.80658275806,150247.6384422924,40060.507675320325,6968.4060633919635,541.9877348068177,277015.2374966493,684.0903952154292,9747.594441952284,281573.4830512297,376413.683591141,277699.32789186476,29547.426422068755,29572.9773236786,25.550901609843,975007.0662998668,0.0126547476714904,1034.0126634115368,-8665.980617298797,0.0,0.0,1.3709476405665557e-05,-7631.955285430082,15956.052045527758,15956.05250893813,0.0004634103716085,8324.097223507948
1,2018-01-01 05:00:00,9946.313559980515,279030.37411809264,344.7297889461174,19440.36319960136,9404.539748668218,49618.892499300855,270.2402474311193,48.014305660785176,82103.10041242425,152215.66318203232,43441.20930088506,6979.3857207580295,710.6390761159633,281561.4099963701,723.6987870556562,9946.313559980515,279375.10390703887,364232.047692878,282285.10878342576,31543.45689776211,31575.131726539832,31.674828777722684,967413.705669863,0.0118144268837454,1029.6737193140316,-9369.260510873326,0.0,0.0,-3.6305580426443385e-06,-8339.574980762984,16669.914218928025,16669.9159671417,0.0017482136754427,8330.340986378686
1,2018-01-01 05:15:00,9781.527588562896,210492.79520345828,329.20875824904317,18624.180888698746,9404.539748668218,42500.25427759641,254.79729452927972,44.592187965239965,98586.0260859871,154673.41220883987,46853.34812252219,6413.960104872584,750.8480031139609,239225.07516560092,833.575783425295,9781.527588562896,210822.00396170732,378105.9589227936,240058.65094902625,16594.932933005264,16621.296782555564,26.363849550301452,855389.4382046453,0.011142571887774,992.7537004239656,-10492.578451867092,0.0,0.0,0.0109583216371902,-9499.802650549576,18351.045779567557,18351.0461186003,0.0003390327445664,8851.24346805078
1,2018-01-01 05:30:00,10163.923790244527,284732.36990569707,347.82805380408536,19723.604122358105,9404.539748668218,50833.79087232608,289.14618837324963,49.32934878650744,106620.00483168228,157301.46133904174,50307.15903620421,7142.199501943118,752.047565958944,294230.2404684019,850.4981284980718,10163.923790244527,285080.19795950124,402423.2825553424,295080.73859689996,32367.457901530695,32397.024064534195,29.566163003497778,1025145.1669665232,0.0105352101754192,1026.140731370518,-10363.430574637909,0.0,0.0,0.0001017240807943,-9337.279206333122,18275.14497165764,18275.145230305607,0.0002586479753468,8937.866023972452
1,2018-01-01 05:45:00,10276.796632984791,287062.91903374885,368.73343033375,19926.856692880687,9404.539748668218,51718.49143296567,291.04673584777674,50.30838644757639,114972.67836970655,160577.47056386326,54034.300181817234,7225.005267056317,815.9527829562503,302985.2498828808,925.7229844173104,10276.796632984791,287431.6524640826,419016.6501622094,303910.972867298,30814.30411666388,30842.063393288143,27.759276624268473,1051478.1355198626,0.0100682038267905,952.5066712277298,-12172.694054146456,0.0,-1.091393642127514e-11,-0.0122688423801378,-11220.189583557354,20932.1548942145,20932.17623897825,0.0213447637486901,9711.986655420911
1,2018-01-01 06:00:00,10022.24587017744,219608.45945221532,434.62965944511234,19133.281058871784,9404.539748668218,45848.806829199806,256.69784200380684,48.41008903022801,105667.57687429075,164246.81913235568,57760.90553293303,6902.540693133995,889.8238396578975,271464.74998276326,935.1491234588998,10022.24587017744,220043.0891116605,410159.4016401452,272399.89910622226,18802.78544895632,18833.922594843243,31.137145886923705,931458.5583230488,0.0096755715151743,1010.957505009508,-12176.584977966968,0.0,0.0,5.718834165691078e-05,-11165.617740197566,19792.605165350684,19792.54548391656,-0.0596814341252489,8626.927743719094
